code_id,parent_code_id,code_name,code_level,code_type,definition,inclusion_criteria,exclusion_criteria,example_quote,text_unit_id,source_file,related_research_question,stage,created_by,review_status,prompt_id,notebook,cell_reference,audit_notes,version,theoretical_parent_id,synthetic_kind,fit,boundary,interpretive_rationale,secondary_affinity,ambiguity_note
F128,,antycypowanie nieuczciwości i defensywne zabezpieczanie się w pracy,focused,focused_category,"Relacje zawodowe są interpretowane przez pryzmat oczekiwanej nieuczciwości lub złych intencji innych, co organizuje ostrożność, ograniczone zaufanie i przygotowywanie strategii zabezpieczających.","Włączaj fragmenty, w których osoba explicite zakłada złe intencje, brak elementarnej uczciwości lub konieczność stałego zabezpieczania się w pracy, zwłaszcza przez przygotowanie wariantu alternatywnego.","Wykluczaj konkretne doświadczenie oszustwa lub naruszenia, jeśli nie prowadzi ono do szerszej orientacji na przewidywanie nieuczciwości, oraz zwykłą ostrożność wynikającą wyłącznie z różnicy doświadczenia lub wiedzy pracodawcy.","też widzę, powiedzmy, gdzieś tam zawodowo, w pracy, tak, że jakby..nawet podświadomie się, podświadomie..człowiek zakłada, że drugi ma wo/wobec niego jakieś złe intencje i trzeba się na to, trzeba się po prostu zabezpieczyć, trzeba to wziąć pod uwagę, trzeba mieć jakiś tam wariant B, trze/trze..jest jakby ciągle takie/takie podskórne myślenie, że (3) że nie można oczekiwać jakiejś tam, nie wiem, elementarnej uczciwości czy ee czy, czy, czy prawidłowego (.)",PREWORK_11_U0285,PREWORK_11_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Relacje zawodowe są interpretowane przez pryzmat oczekiwanej nieuczciwości lub złych intencji innych, co organizuje ostrożność, ograniczone zaufanie i przygotowywanie strategii zabezpieczających. Warunki: Wykluczaj konkretne doświadczenie oszustwa lub naruszenia, jeśli nie prowadzi ono do szerszej orientacji na przewidywanie nieuczciwości, oraz zwykłą ostrożność wynikającą wyłącznie z różnicy doświadczenia lub wiedzy pracodawcy. Wymiary: zakres oczekiwanej nieuczciwości: konkretna relacja versus ogólna orientacja zawodowa, reakcja: ograniczone zaufanie versus aktywne przygotowanie zabezpieczenia Przypadki negatywne: Wariantem jest ciągłe, podskórne oczekiwanie problemu i przygotowywanie planu B; przypadkiem przeciwnym byłoby podstawowe zaufanie do uczciwości współpracowników lub pracodawcy bez potrzeby defensywnego zabezpieczania się. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F132,,doświadczanie przepełnienia rynku przez instytucjonalne otwieranie dostępu,focused,focused_category,Otwarcie wcześniej ograniczonego zawodu jest interpretowane jako mechanizm zwiększający konkurencję i obniżający satysfakcję osób wchodzących na rynek.,"Włączaj, gdy fragment łączy zmianę reguł dostępu lub otwarcie zawodu z napływem kandydatów, przepełnieniem rynku albo pogorszeniem doświadczenia osób aplikujących.",Wykluczaj ogólne narzekania na warunki rynku bez wskazania instytucjonalnej zmiany dostępu oraz opisy niedoboru miejsc pracy niezwiązane z otwarciem konkretnego zawodu.,"Mmmm, a ci, którzy się zdecydowali na aplikację, to widzę, że nie do końca są szczęśliwi z tego tytułu. Bo przez to, że się otworzył się, te zawody się otworzyły, to rynek jest przepchany i tak jak mówię, w takim miejscu jak D., który co prawda ma około 250 tys., czyli nie jest teoretycznie małym miastem.",PREWORK_20_U0129,PREWORK_20_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Otwarcie wcześniej ograniczonego zawodu jest interpretowane jako mechanizm zwiększający konkurencję i obniżający satysfakcję osób wchodzących na rynek. Warunki: Wykluczaj ogólne narzekania na warunki rynku bez wskazania instytucjonalnej zmiany dostępu oraz opisy niedoboru miejsc pracy niezwiązane z otwarciem konkretnego zawodu. Wymiary: stopień otwarcia dostępu do zawodu, konsekwencja: zwiększona konkurencja versus niezadowolenie uczestników Przypadki negatywne: To kategoria oparta na jednym wyraźnym przypadku granicznym; wymaga sprawdzenia, czy otwarcie dostępu rzeczywiście jest przedstawiane jako mechanizm, a nie tylko współwystępujące tło. Mapowania do przegladu: 1. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F133,,doświadczanie uszczuplenia wynagrodzenia przez rozliczenia podatkowe,focused,focused_category,"Rozmówcy doświadczają dochodu nie jako prostej kwoty zarobionej, lecz jako kwoty przekształcanej przez podatkowe reguły rozliczenia; różnica między brutto a netto staje się widoczna jako zmniejszenie dostępnego wynagrodzenia, a zmiany przepisów mogą zmieniać tę ocenę.","Włączaj, gdy fragment odnosi różnicę między kwotą brutto lub zarobioną a faktycznie otrzymaną netto do podatku, potrącenia albo zmienionych zasad podatkowego rozliczenia.","Wykluczaj ocenę niskiej płacy względem nakładu pracy lub kosztów życia, zmienność dochodu wynikającą z prowizji, napiwków i nadgodzin oraz opóźnienia wypłat zależne od finansowania projektów.","M: Jedyne co, to się teraz trochę zmieniły przepisy. I teraz to my bezrobotni się będziemy rozliczać z tego, jak podatek.. Będą nam zwracać podatek dochodowy pobierany.",PREWORK_20_U0176,PREWORK_20_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Rozmówcy doświadczają dochodu nie jako prostej kwoty zarobionej, lecz jako kwoty przekształcanej przez podatkowe reguły rozliczenia; różnica między brutto a netto staje się widoczna jako zmniejszenie dostępnego wynagrodzenia, a zmiany przepisów mogą zmieniać tę ocenę. Warunki: Wykluczaj ocenę niskiej płacy względem nakładu pracy lub kosztów życia, zmienność dochodu wynikającą z prowizji, napiwków i nadgodzin oraz opóźnienia wypłat zależne od finansowania projektów. Wymiary: forma instytucjonalnej ingerencji: potrącenie versus zwrot, ocena skutku: uszczuplenie versus częściowe wyrównanie Przypadki negatywne: Wariant obciążający obejmuje odczucie bólu lub straty przy zestawieniu brutto z netto; wariant łagodzący dotyczy zwrotu podatku po zmianie zasad. Przypadkiem negatywnym jest podanie kwoty netto bez odniesienia do potrącenia lub reguł rozliczenia. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F134,,indywidualizowanie odpowiedzialności za zabezpieczenie,focused,focused_category,"Problemy dostępu do pracy i mieszkania są interpretowane jako obszary, za które powinna odpowiadać przede wszystkim jednostka, przy jednoczesnym odrzuceniu opiekuńczej roli państwa.","Włączaj wypowiedzi przypisujące jednostce obowiązek samodzielnego znalezienia pracy, mieszkania lub podstawowych warunków życia oraz explicite ograniczające odpowiedzialność państwa.","Wykluczaj zwykłe opisy samodzielności, niezależności finansowej lub radzenia sobie, jeśli nie odnoszą się do podziału odpowiedzialności między jednostką a instytucjami publicznymi.","Moim zdaniem państwo nie ma nic do tego, żeby znaleźć pracę, to człowiek ma sam znaleźć prace. Państwo nie ma być jakimś wielkim opiekunem, żeby znaleźć pracę, znaleźć mieszkanie i zaprowadzić za rączkę. Każdy powinien sam sobie radzić.",PREWORK_23_U0148,PREWORK_23_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Problemy dostępu do pracy i mieszkania są interpretowane jako obszary, za które powinna odpowiadać przede wszystkim jednostka, przy jednoczesnym odrzuceniu opiekuńczej roli państwa. Warunki: Wykluczaj zwykłe opisy samodzielności, niezależności finansowej lub radzenia sobie, jeśli nie odnoszą się do podziału odpowiedzialności między jednostką a instytucjami publicznymi. Wymiary: podmiot odpowiedzialności: jednostka–państwo, model relacji: samowystarczalność–opiekuńczość instytucjonalna Przypadki negatywne: Wariantem jest normatywne przekonanie, że każdy powinien radzić sobie sam; przypadkiem negatywnym będzie oczekiwanie publicznego wsparcia, ochrony socjalnej lub instytucjonalnej pomocy w dostępie do pracy i mieszkania. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F138,,kalibrowanie zaufania wobec asymetrycznej wiedzy pracodawców,focused,focused_category,"Młode lub ograniczone doświadczenie zawodowe organizuje ocenę wiarygodności pracodawców, prowadząc do zaufania opartego na przypisywanej im znajomości realiów, ale zarazem ujawniając potrzebę ostrożności.","Fragment wiąże zaufanie lub ostrożność wobec pracodawcy z różnicą doświadczenia, wiedzą o rynku, wiekiem albo oceną kompetencji drugiej strony.",Wypowiedź dotyczy ogólnego zaufania do pracodawcy bez wskazania relacji doświadczenia i wiedzy albo opisuje wyłącznie warunki zatrudnienia bez interpretacji relacji.,"(2) ii zdaję sobie z tego sprawę, że każdy walczy tam o przeżycie ii na pewne rzeczy po prostu się umawia, ale umawiając się, tym bardziej trzeba być ostrożnym i otwartym, aaa u mnie tej ostrożności nie było, yyy pewnie z racji na jakieś/ mój młody wiek, doświadczenie, ee (2) sądziłem, że ee, sądziłem, że po prostu to wszystko się ułoży, że będzie fajnie, i tak dalej, że mogę zaufać, tak, bo rozmawiam z kimś bardziej doświadczonym, z kimś kto wie, czego chce i faktycznie w rozmowach z tymi moimi pracodawcami było to słychać, że mam do czynienia z oczywiście bardzo pewnymi ludźmi, zorientowanymi w tym, jakie są realia, chociażby na naszym tu rynku, gdzie, gdzie mogłem, też gdzie bezrobocie jest wysokie.",PREWORK_31_U0024,PREWORK_31_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Młode lub ograniczone doświadczenie zawodowe organizuje ocenę wiarygodności pracodawców, prowadząc do zaufania opartego na przypisywanej im znajomości realiów, ale zarazem ujawniając potrzebę ostrożności. Warunki: Wypowiedź dotyczy ogólnego zaufania do pracodawcy bez wskazania relacji doświadczenia i wiedzy albo opisuje wyłącznie warunki zatrudnienia bez interpretacji relacji. Wymiary: ocena relacji: ufność–ostrożność, podstawa oceny: młody wiek i brak doświadczenia–przypisywana wiedza rynkowa Przypadki negatywne: To techniczny kandydat do audytu: pojedynczy ambiwalentny przypadek pokazuje zarówno zaufanie, jak i jego późniejsze problematyzowanie, lecz nie pozwala jeszcze ustalić szerszego wzorca. Mapowania do przegladu: 1. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F140,,konfrontowanie oczekiwań z ograniczeniami rzeczywistości,focused,focused_category,"Doświadczenie pracy i kariery jest porządkowane jako proces zderzania wcześniejszych oczekiwań lub wyobrażeń z konkretnymi ograniczeniami, bez pełnego utożsamienia tego z porażką.","Włączaj fragmenty, w których osoba explicite opisuje spotkanie, zderzenie albo konfrontację z rzeczywistością jako sposób rozumienia aktualnej sytuacji zawodowej lub biograficznej.","Wykluczaj fragmenty zawierające wyłącznie ocenę kwalifikacji, normalizowanie sytuacji albo opis bariery, jeśli nie ma w nich procesu konfrontowania oczekiwań z rzeczywistością.","tak, nie da się tak naprawdę ani leczyć, ani nic w takich warunkach robić, taka przechowalnia tego. I pamiętam, że byłam troszkę rozczarowana, ale zobaczyłam też, jak to czasami działa.",PREWORK_18_U0124,PREWORK_18_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Doświadczenie pracy i kariery jest porządkowane jako proces zderzania wcześniejszych oczekiwań lub wyobrażeń z konkretnymi ograniczeniami, bez pełnego utożsamienia tego z porażką. Warunki: Wykluczaj fragmenty zawierające wyłącznie ocenę kwalifikacji, normalizowanie sytuacji albo opis bariery, jeśli nie ma w nich procesu konfrontowania oczekiwań z rzeczywistością. Wymiary: walencja konfrontacji: konstruktywna–trudna, relacja do oczekiwań: podtrzymanie–korekta Przypadki negatywne: Kod jest słabo nasycony i opiera się na jednym jawnym opisie ambiwalentnego zderzenia; wymaga sprawdzenia, czy nie powinien zostać połączony z F1 lub F2 przy szerszym materiale. Mapowania do przegladu: 1.",v0.3,,,,,,,
F142,,konstruowanie koleżeńskiej równości mimo hierarchii stanowisk,focused,focused_category,Formalne różnice stanowisk są interpretacyjnie osłabiane przez bezpośredni sposób odnoszenia się do siebie i ujmowanie zatrudnionych jako osób pracujących w jednej firmie.,"Fragment przedstawia relacje w miejscu pracy jako równe lub koleżeńskie mimo istniejących różnic stanowiska, podległości albo statusu organizacyjnego.","Nie obejmuje materialnych zasobów, ogólnej krytyki hierarchii ani deklarowanej równości bez opisu relacji w organizacji.","I chociażby jednym z przykładów jest to, że te wspomniany wcześniej człowiek, z którym być może chciałabym sobie ułożyć życie jest podwładnym mojego kolegi, tak więc, dla mnie tego podziału nie ma. Ja uważam, że pracujemy w jednej firmie i jeśli pracujemy w jednej firmie, gdzie relacje są takie, że wszyscy są na ty, nawet prezesi, którzy są dużo starsi eee poza tym prezesem, o którym wcześniej wspominałam, bo ich jest trzech, jesteśmy wszyscy na ty i relacje są równe i dlaczego ja mam być wyżej od kogoś, kim jeszcze przed chwilą byłam, tak.",PREWORK_13_U0173,PREWORK_13_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Formalne różnice stanowisk są interpretacyjnie osłabiane przez bezpośredni sposób odnoszenia się do siebie i ujmowanie zatrudnionych jako osób pracujących w jednej firmie. Warunki: Nie obejmuje materialnych zasobów, ogólnej krytyki hierarchii ani deklarowanej równości bez opisu relacji w organizacji. Wymiary: relacja formalna versus przeżywana, praktyka równości: język relacji versus współpraca Przypadki negatywne: Przypadkiem kontrastowym byłaby sytuacja, w której formalna podległość organizuje dystans, sposób zwracania się lub dostęp do uznania. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F143,,kształtowanie sprawstwa między wycofaniem a mobilizowaniem się do zmiany,focused,focused_category,"Fragmenty pokazują, że ograniczona sytuacja zawodowa jest interpretowana poprzez możliwość lub brak siły do działania, przy czym sprawstwo przyjmuje formę wycofania, samodyscypliny, nadziei na poradzenie sobie albo krytyki niewykorzystanej możliwości.","Fragment łączy ocenę sytuacji zawodowej z deklarowaną zdolnością do poradzenia sobie, niemożnością dalszego trwania, samonapędzaniem pracy albo podjęciem bądź niepodjęciem zmiany.","Fragment dotyczy wyłącznie warunków zatrudnienia lub ocen innych osób, bez wskazania sposobu reagowania, działania, wycofania albo mobilizacji.","Wiesz co, Polacy mają ten problem, że jak jeżdżą za granicę, to się bardzo nakręcają, jeśli chodzi o prędkość pracy. Bo nich od nich nie wymaga, żeby się nie wiadomo jak szybko robili, a człowiek się sam nakręca, że jest zajechany przez tą pracę.",PREWORK_25_U0098,PREWORK_25_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Fragmenty pokazują, że ograniczona sytuacja zawodowa jest interpretowana poprzez możliwość lub brak siły do działania, przy czym sprawstwo przyjmuje formę wycofania, samodyscypliny, nadziei na poradzenie sobie albo krytyki niewykorzystanej możliwości. Warunki: Fragment dotyczy wyłącznie warunków zatrudnienia lub ocen innych osób, bez wskazania sposobu reagowania, działania, wycofania albo mobilizacji. Wymiary: wycofanie versus mobilizacja, sprawstwo indywidualne versus presja samonarzucona Przypadki negatywne: D0395 pokazuje brak siły do zmiany, D0439 wiarę w możliwość poradzenia sobie, a D0313 samowzmacniające tempo pracy; ten ostatni jest przypadkiem granicznym, bo sprawstwo przybiera formę autoprzymusu, nie emancypacyjnej zmiany. Mapowania do przegladu: 1.",v0.3,,,,,,,
F145,,kwestionowanie ryzykownych recept przedsiębiorczych,focused,focused_category,"Fragmenty problematyzują przedsiębiorczość jako rozwiązanie wymagające adekwatnych kompetencji, zasobów i rozpoznania warunków, zamiast traktowania samej inicjatywy jako gwarancji powodzenia.","Traktuj jako kandydata, gdy wypowiedź ocenia warunki zakładania działalności, wskazuje ryzyko niepowodzenia lub próbuje wyjaśnić rozpad przedsięwzięcia poprzez ograniczenia rynkowe albo niedostateczne przygotowanie.","Wykluczaj, gdy fragment opisuje osobistą satysfakcję z autonomii lub sens pracy bez oceny przedsiębiorczości jako praktyki i bez odniesienia do jej warunków powodzenia.","Bo ja miałem chyba 20 lat wtedy, że wierzy się, że dwudziestolatek, który pracował rok na infolinii i jak gdyby nic nie mając do tych zawodów, ale już jakby ma jakieś takie kompetencje żeby prowadzić firmę. Wydaje mi się, że to jest zupełnie- no i tak chyba nie znam wyników badań, ale zwykle te firmy powstają i po roku upadają, że jest to zupełnie nierzetelnie. To znaczy ja bym nie dał dwudziestolatkowi, nie pamiętam chyba osiemnastu tysięcy złotych na to żeby rozpoczął działalność gospodarczą w swoim pokoju u mamy.",PREWORK_07_U0070,PREWORK_07_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Fragmenty problematyzują przedsiębiorczość jako rozwiązanie wymagające adekwatnych kompetencji, zasobów i rozpoznania warunków, zamiast traktowania samej inicjatywy jako gwarancji powodzenia. Warunki: Wykluczaj, gdy fragment opisuje osobistą satysfakcję z autonomii lub sens pracy bez oceny przedsiębiorczości jako praktyki i bez odniesienia do jej warunków powodzenia. Wymiary: ocena przygotowania i kompetencji versus dostęp do finansowania, niepowodzenie rynkowe versus późniejsza interpretacja przyczyn Przypadki negatywne: Materiał sugeruje możliwy wzorzec krytycznego oceniania młodej przedsiębiorczości, ale związek między finansowaniem, kompetencjami i upadkiem działalności nie jest dostatecznie potwierdzony; przypadki wymagają audytu zamiast pełnego przypisania. Mapowania do przegladu: 2. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F147,,moralizowanie nierównego dostępu do dóbr i pozycji,focused,focused_category,"Nierówny dostęp do dóbr, bezpieczeństwa lub pozycji jest oceniany przez przeciwstawienie uczciwej pracy i przestrzegania reguł zachowaniom uznawanym za nieuczciwe, zaradne kosztem innych lub niezasługujące.","Włączaj, gdy fragment wartościuje sposób uzyskiwania albo przydział dóbr, dochodów, mieszkań lub pozycji społecznej przez kryteria uczciwości, wysiłku, przestrzegania reguł bądź zasługiwania.","Wyłączaj, gdy opis dotyczy nierówności lub dystrybucji dóbr bez moralnego kryterium oceny albo gdy ocena zachowania nie jest powiązana z dostępem do dóbr czy pozycji.","Denerwuje mnie to, że tak powiem brzydko, moi podopieczni, którzy chleją i leją całe życie, dostają to mieszkanie 100 m2, trafiając do mnie do jednostki i mówią: co ja teraz z mieszkaniem zrobię, muszę chyba wynająć na Śródmieściu.",PREWORK_04_U0181,PREWORK_04_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Nierówny dostęp do dóbr, bezpieczeństwa lub pozycji jest oceniany przez przeciwstawienie uczciwej pracy i przestrzegania reguł zachowaniom uznawanym za nieuczciwe, zaradne kosztem innych lub niezasługujące. Warunki: Wyłączaj, gdy opis dotyczy nierówności lub dystrybucji dóbr bez moralnego kryterium oceny albo gdy ocena zachowania nie jest powiązana z dostępem do dóbr czy pozycji. Wymiary: obiekt oceny: dochód i sukces rynkowy versus przydział mieszkania, kryterium moralne: uczciwa praca i reguły versus nieuczciwa zaradność lub niezasługiwanie Przypadki negatywne: Wariantem jest krytyka rynku nagradzającego nieuczciwą zaradność zamiast pracy zgodnej z regułami; drugim wariantem jest oburzenie na przydział zasobu osobom przedstawianym jako niezasługujące. Przypadkiem granicznym są oceny nierówności mieszkaniowej oparte wyłącznie na potrzebie lub regułach administracyjnych. Mapowania do przegladu: 1. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F150,,moralna krytyka obowiązku ukończenia edukacji,focused,focused_category,"Formalne oczekiwanie ukończenia studiów jest reinterpretowane jako normatywne roszczenie, które może maskować lub podtrzymywać relację wyzysku; rozmówca ocenia edukacyjną trajektorię przez pryzmat zasad, należności i sprawiedliwości, a nie wyłącznie jej użyteczności zawodowej.","Włączaj fragmenty, w których obowiązek, roszczenie lub norma ukończenia edukacji są jawnie oceniane moralnie albo politycznie jako niesprawiedliwe, wyzyskujące lub naruszające zasady.","Wykluczaj zwykłe niezadowolenie ze studiów, rezygnację z powodu braku satysfakcji, ocenę ich użyteczności zawodowej oraz opis presji rodzinnej bez krytyki normatywnej lub relacji wyzysku.","Jeśli ma się zasady i według tych zasad się działa/ ja też mogłem siedzieć powiedzmy studiując i powiedzieć jestem pana studentem i mi się należy, ja muszę ukończyć, mimo wszystko i tak dalej, jak cóż z tego, to jest forma wyzysku.",PREWORK_31_U0123,PREWORK_31_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Formalne oczekiwanie ukończenia studiów jest reinterpretowane jako normatywne roszczenie, które może maskować lub podtrzymywać relację wyzysku; rozmówca ocenia edukacyjną trajektorię przez pryzmat zasad, należności i sprawiedliwości, a nie wyłącznie jej użyteczności zawodowej. Warunki: Wykluczaj zwykłe niezadowolenie ze studiów, rezygnację z powodu braku satysfakcji, ocenę ich użyteczności zawodowej oraz opis presji rodzinnej bez krytyki normatywnej lub relacji wyzysku. Wymiary: przedmiot krytyki: roszczenie do ukończenia–szersza norma edukacyjna, ocena relacji: uznanie zobowiązania–rozpoznanie wyzysku Przypadki negatywne: Wariantem jest odrzucenie roszczenia do ukończenia mimo wcześniejszego zaangażowania; przypadkiem negatywnym pozostaje uznanie doktoratu lub studiów za logiczny krok bez krytyki instytucjonalnego obowiązku. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F151,,moralne legitymizowanie przyjezdnych przez uczciwą pracę,focused,focused_category,"Przyjezdni są przedstawiani jako moralnie uprawnieni do obecności i uznania poprzez poszukiwanie pracy oraz uczciwe wykonywanie pracy, co ustanawia pracowitość jako kryterium społecznej akceptacji.","Włączaj, gdy tekst jawnie mówi o migrantach, przyjezdnych lub osobach przybyłych z innego miejsca i wartościuje ich obecność przez uczciwą pracę, pracowitość albo zasługiwanie na akceptację.","Wykluczaj fragmenty o migrantach bez oceny ich pracy, o samym poszukiwaniu zatrudnienia bez moralnego wartościowania oraz o indywidualnym awansie przypisywanym wysiłkowi, jeśli migracja nie jest obecna.","Oni przyjeżdżają, szukają pracy, uczciwie pracują.",PREWORK_09_U0213,PREWORK_09_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Przyjezdni są przedstawiani jako moralnie uprawnieni do obecności i uznania poprzez poszukiwanie pracy oraz uczciwe wykonywanie pracy, co ustanawia pracowitość jako kryterium społecznej akceptacji. Warunki: Wykluczaj fragmenty o migrantach bez oceny ich pracy, o samym poszukiwaniu zatrudnienia bez moralnego wartościowania oraz o indywidualnym awansie przypisywanym wysiłkowi, jeśli migracja nie jest obecna. Wymiary: kryterium legitymizacji: uczciwość–podejrzliwość, rezultat: akceptacja społeczna–wykluczenie lub delegitymizacja Przypadki negatywne: Wariantem może być obrona przyjezdnych przed zarzutem nieuczciwości lub pasożytnictwa; przypadek negatywny stanowi opis migracji i pracy bez moralnej oceny albo krytyka migrantów oparta na innych kryteriach. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
F152,,moralne napięcie między mobilnością a lojalnością wobec kraju,focused,focused_category,"Wyjazd jest moralnie negocjowany jako potencjalna zdrada lub odejście od wspólnoty narodowej, a zarazem jako dopuszczalna strategia zmiany własnego położenia i kontekstu życia.","Włączaj, gdy migracja jest explicite wiązana z poczuciem winy, zdrady, obowiązku lub lojalności wobec kraju, szczególnie w warunkach kryzysu politycznego lub wojennego.","Wykluczaj zwykłe rozważanie wyjazdu i pozostania, koszty relacyjne lub zawodowe mobilności bez moralnego odniesienia do kraju albo wspólnoty politycznej.","N: No i jaa tak/ no ok, trochę się czułam/ nie, czułam się strasznie, naprawdę bardzo źle, bo to był 2014 rok/ ymm, nie mamy Krymu, tak, nie mamy/ zaczyna się, zaczyna się ta ta ta nie wiadomo co na Donbasie, więc czułam się trochę jak zdrajca, że ja po prostu wyjeżdżam w trudnej, w takiej trudnej, trudny czas dla mojego kraju, ale z innej strony pomyślałam, że ja/ no że pracowałam tyle czasu, właśnie pracowałam jako dziennikarka na Majdanie, bo wtedy mieszkałam w JA i to wszystko widziałam i tooo/ jestem taka, wiesz, mam w sobie dużo empatii i nie mogę, nie mogę jakoś od tego odejść, będąc dziennikarką. No więc pomyślałam sobie, że może to jest dobry czas, żeby zmienić jakoś trochę kontekst.",PREWORK_19_U0017,PREWORK_19_trans.docx,B1: doswiadczanie pracy i interpretowanie kariery,03_kodowanie_zogniskowane,openai:gpt-5.6-luna->gpt-5.6-terra,needs_review,VC03_PREWORK_HIERARCHICAL_CONSOLIDATION_V4,03_kategorie_hierarchia_example.ipynb,embedding_hierarchical_focused_category,"Wyjazd jest moralnie negocjowany jako potencjalna zdrada lub odejście od wspólnoty narodowej, a zarazem jako dopuszczalna strategia zmiany własnego położenia i kontekstu życia. Warunki: Wykluczaj zwykłe rozważanie wyjazdu i pozostania, koszty relacyjne lub zawodowe mobilności bez moralnego odniesienia do kraju albo wspólnoty politycznej. Wymiary: obowiązek wobec kraju–prawo do mobilności, poczucie winy–reinterpretacja wyjazdu jako uprawnionej zmiany Przypadki negatywne: Wariantem jest poczucie zdrady łagodzone argumentem o prawie do zmiany życia; przypadkiem przeciwnym byłby wyjazd pozbawiony narodowego lub obywatelskiego wymiaru moralnego. Mniej niz dwa pewne mapowania D; wymaga oceny badacza.",v0.3,,,,,,,
